489512.865842,4139301.83243
485038.451733,4185008.18509
479814.460013,4210726.83436
482880.646523,4236428.27142
498647.121957,4259262.94764
520304.588862,4278333.17101
535238.600325,4278385.13267
538124.871513,4299348.62245
549932.341808,4316556.15911
563850.201974,4341418.81146
572491.131001,4368162.85649
572868.356064,4406266.57991
599302.743155,4407516.23943
600705.826541,4356094.62675
582730.019588,4307307.88121
562874.228908,4277602.67358
569950.935143,4236712.57428
544576.122963,4209871.47186
516710.515558,4210718.97595
516044.673799,4165968.3526
521400.669562,4144082.91416
521434.839834,4130754.41531
489512.865842,4139301.83243
