-0.83859	-0.88933	-0.94289	-0.99926	-1.0584	-1.1201	-1.1841	-1.25	-1.3171	-1.3847	-1.4516	-1.5162	-1.5766	-1.6305	-1.675	-1.7067	-1.7219	-1.7163	-1.6857	-1.6262	-1.534	-1.4066	-1.2423	-1.041	-0.80425	-0.53472	-0.23639	0.086023	0.42745	0.7829	1.1478	1.5181	1.8908	2.2635	2.6347	3.004	3.3712	3.7371	4.103	4.4708	4.8427	5.2217	5.6113	6.0155	6.4395	6.8894	7.3728	7.8994	8.4821	9.1379	9.8904	10.773	11.831	13.127	14.719	16.586	18.376	19.093	17.609	14.247	10.566	7.59	5.4712	4.0223	3.032	2.3445	1.8572	1.5044	1.2439	1.0479	0.89806	0.78191	0.69071	0.6183	0.56022	0.51322	0.47487	0.44335	0.41725	0.39549	0.37724	0.36184	0.34874	0.33755	0.32791	0.31956	0.31227	0.30585	0.30017	0.29509	0.29051	0.28635	0.28254	0.27902	0.27573	0.27264	0.26972	0.26693	0.26425	0.26166
-0.87412	-0.92931	-0.98785	-1.0498	-1.1151	-1.1838	-1.2554	-1.3298	-1.4063	-1.484	-1.5617	-1.6378	-1.7101	-1.776	-1.832	-1.8742	-1.8979	-1.898	-1.8692	-1.8061	-1.7041	-1.5594	-1.3699	-1.1351	-0.85676	-0.5382	-0.18439	0.1987	0.60474	1.0275	1.4613	1.9014	2.3441	2.7868	3.2279	3.6669	4.1041	4.5405	4.9778	5.4184	5.865	6.3212	6.7908	7.2787	7.7903	8.3322	8.9125	9.5412	10.231	11	11.872	12.882	14.079	15.529	17.306	19.407	21.506	22.568	21.197	17.408	12.945	9.2259	6.5663	4.7613	3.5424	2.7073	2.1226	1.7039	1.3975	1.1689	0.99541	0.86162	0.75706	0.67435	0.60821	0.5548	0.5113	0.47557	0.44601	0.42137	0.40069	0.38322	0.36837	0.35565	0.34469	0.33517	0.32686	0.31953	0.31304	0.30722	0.30198	0.29722	0.29286	0.28883	0.28508	0.28156	0.27824	0.27508	0.27205	0.26913
-0.91075	-0.97063	-1.0345	-1.1024	-1.1744	-1.2505	-1.3306	-1.4142	-1.501	-1.59	-1.68	-1.7692	-1.8553	-1.9352	-2.0052	-2.0604	-2.0954	-2.1037	-2.0787	-2.0137	-1.9025	-1.7401	-1.5234	-1.2517	-0.92688	-0.55305	-0.13646	0.31541	0.7946	1.2933	1.8047	2.3229	2.8434	3.3634	3.881	4.3958	4.9081	5.4193	5.9314	6.4469	6.9689	7.5011	8.0475	8.6127	9.2019	9.8213	10.478	11.181	11.942	12.777	13.707	14.766	16.002	17.483	19.283	21.42	23.631	24.986	23.993	20.212	15.257	10.899	7.7144	5.544	4.0847	3.0923	2.4034	1.9141	1.5588	1.2955	1.0967	0.94422	0.82554	0.73198	0.65737	0.59726	0.54837	0.50827	0.47512	0.4475	0.42432	0.40473	0.38807	0.37379	0.36148	0.35078	0.34142	0.33317	0.32585	0.31929	0.31339	0.30802	0.3031	0.29857	0.29435	0.2904	0.28667	0.28313	0.27975	0.27651
-0.94825	-1.0131	-1.0825	-1.1566	-1.2358	-1.3199	-1.409	-1.5027	-1.6007	-1.7022	-1.8058	-1.9098	-2.0116	-2.108	-2.1944	-2.2655	-2.3146	-2.3341	-2.3158	-2.251	-2.132	-1.952	-1.707	-1.3957	-1.0201	-0.58536	-0.099255	0.42886	0.98898	1.5715	2.1678	2.7708	3.3752	3.9775	4.5756	5.1688	5.7576	6.3433	6.928	7.5143	8.1052	8.7039	9.3141	9.9398	10.585	11.255	11.956	12.694	13.48	14.327	15.256	16.298	17.499	18.924	20.649	22.709	24.917	26.512	26.037	22.607	17.454	12.584	8.9029	6.3641	4.6553	3.4976	2.6984	2.1344	1.7272	1.4271	1.2016	1.0295	0.89593	0.79101	0.70755	0.64046	0.58598	0.54136	0.5045	0.4738	0.44805	0.4263	0.40778	0.39192	0.37823	0.36633	0.35591	0.34673	0.33857	0.33127	0.32469	0.31871	0.31324	0.30819	0.30351	0.29912	0.29499	0.29108	0.28736	0.28378
-0.98641	-1.0563	-1.1315	-1.2123	-1.2989	-1.3915	-1.4901	-1.5947	-1.7048	-1.8197	-1.9383	-2.0587	-2.1782	-2.2932	-2.3988	-2.4887	-2.5552	-2.5892	-2.5807	-2.5192	-2.3945	-2.1982	-1.9248	-1.5722	-1.1427	-0.64261	-0.08153	0.52887	1.1762	1.8484	2.535	3.2273	3.9189	4.6053	5.2842	5.9545	6.6165	7.2714	7.9211	8.5679	9.2144	9.8634	10.518	11.181	11.856	12.546	13.257	13.995	14.767	15.588	16.477	17.464	18.592	19.924	21.534	23.471	25.621	27.395	27.471	24.619	19.529	14.278	10.132	7.222	5.2541	3.9227	3.0073	2.3642	1.9023	1.5634	1.31	1.1171	0.96808	0.85129	0.75863	0.68429	0.62404	0.57475	0.53407	0.50022	0.47184	0.44787	0.42747	0.40999	0.3949	0.38179	0.37031	0.36018	0.35118	0.34313	0.33588	0.32929	0.32326	0.3177	0.31254	0.30773	0.3032	0.29891	0.29484	0.29094
-1.0249	-1.1001	-1.1813	-1.2689	-1.3632	-1.4646	-1.5733	-1.6892	-1.8122	-1.9416	-2.0763	-2.2146	-2.3535	-2.4893	-2.6165	-2.7282	-2.8154	-2.8676	-2.8727	-2.8179	-2.6907	-2.4805	-2.1798	-1.7859	-1.3011	-0.73317	-0.093708	0.60287	1.3412	2.1067	2.8862	3.6693	4.4482	5.2174	5.9737	6.7159	7.4438	8.1584	8.8613	9.5545	10.24	10.921	11.599	12.276	12.957	13.643	14.339	15.052	15.79	16.566	17.398	18.316	19.361	20.592	22.079	23.883	25.945	27.84	28.426	26.277	21.48	15.986	11.41	8.1231	5.8841	4.3691	3.3305	2.6038	2.0841	1.7044	1.4216	1.2071	1.0419	0.91273	0.81052	0.72869	0.66247	0.60837	0.56377	0.52669	0.49563	0.4694	0.44709	0.42797	0.41147	0.39712	0.38457	0.37349	0.36365	0.35485	0.34692	0.33971	0.33312	0.32706	0.32144	0.31619	0.31126	0.3066	0.30218	0.29796
-1.0636	-1.1441	-1.2314	-1.3259	-1.4282	-1.5387	-1.6578	-1.7855	-1.9219	-2.0665	-2.2183	-2.3755	-2.5354	-2.6938	-2.845	-2.9812	-3.0924	-3.1665	-3.1892	-3.1452	-3.0195	-2.7988	-2.4738	-2.0404	-1.5014	-0.86546	-0.14684	0.63704	1.4675	2.3267	3.1989	4.0714	4.9347	5.7822	6.61	7.4162	8.2004	8.9634	9.7067	10.432	11.141	11.837	12.521	13.197	13.867	14.534	15.203	15.88	16.575	17.301	18.075	18.925	19.89	21.023	22.394	24.067	26.03	27.987	29.006	27.604	23.295	17.708	12.745	9.076	6.5509	4.84	3.6698	2.8541	2.2731	1.8503	1.5365	1.2994	1.1172	0.97527	0.86316	0.77357	0.7012	0.64216	0.59355	0.55317	0.51937	0.49084	0.46659	0.44581	0.42789	0.4123	0.39866	0.38664	0.37595	0.3664	0.35779	0.34997	0.34283	0.33626	0.33017	0.32449	0.31917	0.31414	0.30938	0.30483
-1.102	-1.1879	-1.2813	-1.3829	-1.4932	-1.613	-1.7426	-1.8824	-2.0326	-2.1929	-2.3624	-2.5395	-2.7214	-2.9039	-3.081	-3.2441	-3.3821	-3.4814	-3.5257	-3.4971	-3.3776	-3.1512	-2.8063	-2.3376	-1.7476	-1.0466	-0.25101	0.61821	1.5389	2.4895	3.4515	4.4095	5.3522	6.2718	7.1636	8.0253	8.8563	9.6572	10.43	11.175	11.897	12.596	13.277	13.941	14.592	15.234	15.872	16.513	17.166	17.843	18.564	19.352	20.245	21.291	22.556	24.106	25.962	27.934	29.293	28.617	24.951	19.437	14.146	10.09	7.2613	5.3395	4.0276	3.1164	2.47	2.0015	1.655	1.3941	1.1943	1.0389	0.91653	0.81892	0.74021	0.67609	0.62336	0.57962	0.54303	0.51217	0.48595	0.46349	0.44413	0.4273	0.41257	0.39959	0.38806	0.37775	0.36847	0.36004	0.35235	0.34527	0.33872	0.33262	0.3269	0.32151	0.31641	0.31155
-1.1398	-1.2311	-1.3306	-1.4392	-1.5576	-1.6866	-1.8267	-1.9787	-2.1428	-2.3189	-2.5065	-2.7039	-2.9085	-3.1161	-3.3203	-3.512	-3.6792	-3.8068	-3.8763	-3.8674	-3.7593	-3.533	-3.1743	-2.6764	-2.0414	-1.2808	-0.41365	0.536	1.5421	2.5794	3.6261	4.6641	5.6804	6.6656	7.6144	8.524	9.3938	10.225	11.018	11.777	12.504	13.201	13.873	14.522	15.153	15.77	16.379	16.987	17.602	18.238	18.912	19.647	20.477	21.446	22.615	24.052	25.799	27.749	29.352	29.336	26.419	21.153	15.615	11.175	8.0234	5.8731	4.4072	3.3926	2.6759	2.1586	1.7775	1.4915	1.2731	1.1037	0.97065	0.86474	0.77949	0.71015	0.6532	0.60601	0.56658	0.53335	0.50513	0.48099	0.46017	0.44209	0.42627	0.41233	0.39996	0.3889	0.37894	0.36991	0.36167	0.35409	0.34708	0.34056	0.33445	0.3287	0.32326	0.31809
-1.1768	-1.2733	-1.3788	-1.4943	-1.6206	-1.7587	-1.9093	-2.0733	-2.2511	-2.443	-2.6484	-2.8662	-3.0937	-3.3266	-3.5585	-3.7798	-3.9777	-4.1357	-4.2335	-4.2486	-4.157	-3.937	-3.5718	-3.0525	-2.3809	-1.569	-0.63803	0.38456	1.469	2.5865	3.7116	4.8237	5.9075	6.9526	7.9526	8.9046	9.8079	10.664	11.474	12.243	12.972	13.666	14.329	14.965	15.578	16.173	16.757	17.336	17.92	18.521	19.156	19.845	20.619	21.52	22.604	23.939	25.579	27.476	29.24	29.788	27.671	22.828	17.148	12.339	8.8456	6.4465	4.8123	3.6852	2.8923	2.3225	1.9045	1.5918	1.3538	1.1698	1.0256	0.91106	0.81904	0.74432	0.68305	0.63234	0.59001	0.55437	0.52413	0.49827	0.47599	0.45665	0.43974	0.42485	0.41163	0.39982	0.38919	0.37956	0.37077	0.3627	0.35524	0.3483	0.34181	0.3357	0.32993	0.32444
-1.2126	-1.3142	-1.4255	-1.5477	-1.6816	-1.8285	-1.9893	-2.1649	-2.356	-2.5632	-2.7861	-3.0237	-3.2735	-3.5315	-3.7908	-4.0419	-4.2711	-4.4608	-4.5893	-4.6317	-4.5617	-4.3544	-3.9905	-3.459	-2.7604	-1.9073	-0.92267	0.16343	1.3177	2.5075	3.7042	4.8843	6.0303	7.1305	8.1777	9.1687	10.103	10.982	11.808	12.586	13.318	14.01	14.666	15.291	15.89	16.468	17.031	17.588	18.147	18.719	19.32	19.97	20.697	21.539	22.548	23.789	25.324	27.151	29.004	30.006	28.685	24.423	18.735	13.587	9.7364	7.0666	5.2473	3.9967	3.1209	2.4943	2.0365	1.6955	1.4368	1.2374	1.0815	0.95796	0.85892	0.77865	0.71292	0.6586	0.61331	0.57522	0.54293	0.51534	0.49158	0.47098	0.45297	0.43711	0.42305	0.4105	0.3992	0.38897	0.37964	0.37108	0.36317	0.35582	0.34895	0.34249	0.33639	0.3306
-1.2469	-1.3533	-1.4702	-1.5987	-1.74	-1.8953	-2.0656	-2.2523	-2.4562	-2.6779	-2.9174	-3.1739	-3.4451	-3.727	-4.013	-4.293	-4.5532	-4.775	-4.9355	-5.0079	-4.9635	-4.7751	-4.4204	-3.8862	-3.1716	-2.2887	-1.2616	-0.1227	1.0917	2.3455	3.6068	4.8491	6.0528	7.2046	8.2965	9.3248	10.289	11.191	12.034	12.822	13.56	14.253	14.905	15.523	16.112	16.677	17.225	17.764	18.302	18.851	19.424	20.041	20.727	21.518	22.46	23.616	25.052	26.795	28.679	30.026	29.45	25.896	20.355	14.922	10.704	7.7404	5.7172	4.3304	3.3636	2.6752	2.1746	1.8031	1.5223	1.3067	1.1385	1.0055	0.89919	0.81316	0.74284	0.68481	0.63648	0.59589	0.56152	0.53218	0.50693	0.48505	0.46594	0.44912	0.43422	0.42092	0.40896	0.39814	0.38828	0.37923	0.37087	0.36312	0.35587	0.34906	0.34264	0.33655
-1.2794	-1.3904	-1.5125	-1.647	-1.7951	-1.9582	-2.1376	-2.3346	-2.5503	-2.7855	-3.0404	-3.3145	-3.6056	-3.91	-4.2209	-4.5284	-4.8184	-5.0717	-5.2644	-5.3685	-5.3533	-5.1891	-4.8511	-4.3238	-3.6041	-2.7033	-1.6457	-0.46521	0.79915	2.1083	3.4271	4.7262	5.9837	7.1845	8.3196	9.3848	10.379	11.306	12.167	12.968	13.714	14.41	15.063	15.678	16.261	16.817	17.355	17.88	18.403	18.933	19.483	20.072	20.723	21.467	22.35	23.43	24.773	26.426	28.298	29.888	29.97	27.204	21.979	16.341	11.755	8.4752	6.2272	4.6898	3.6228	2.8668	2.3195	1.9152	1.6109	1.3779	1.1967	1.0539	0.93994	0.84793	0.77285	0.71099	0.65956	0.61641	0.57991	0.54879	0.52203	0.49887	0.47865	0.46087	0.44512	0.43108	0.41846	0.40705	0.39665	0.38712	0.37833	0.37017	0.36256	0.35541	0.34867	0.34228
