4.1967e+05,4.0424e+06,-0.28176
4.1967e+05,4.0465e+06,-0.29211
4.1967e+05,4.0505e+06,-0.30317
4.1967e+05,4.0546e+06,-0.31497
4.1967e+05,4.0586e+06,-0.32754
4.1967e+05,4.0626e+06,-0.3409
4.1967e+05,4.0667e+06,-0.35505
4.1967e+05,4.0707e+06,-0.36999
4.1967e+05,4.0748e+06,-0.3857
4.1967e+05,4.0788e+06,-0.40215
4.1967e+05,4.0828e+06,-0.41929
4.1967e+05,4.0869e+06,-0.43706
4.1967e+05,4.0909e+06,-0.45537
4.1967e+05,4.095e+06,-0.47413
4.1967e+05,4.099e+06,-0.4932
4.1967e+05,4.103e+06,-0.51247
4.1967e+05,4.1071e+06,-0.53179
4.1967e+05,4.1111e+06,-0.55099
4.1967e+05,4.1152e+06,-0.56992
4.1967e+05,4.1192e+06,-0.58842
4.1967e+05,4.1232e+06,-0.60631
4.1967e+05,4.1273e+06,-0.62345
4.1967e+05,4.1313e+06,-0.63968
4.1967e+05,4.1354e+06,-0.65489
4.1967e+05,4.1394e+06,-0.66896
4.1967e+05,4.1434e+06,-0.68178
4.1967e+05,4.1475e+06,-0.6933
4.1967e+05,4.1515e+06,-0.70345
4.1967e+05,4.1556e+06,-0.71221
4.1967e+05,4.1596e+06,-0.71956
4.1967e+05,4.1636e+06,-0.72552
4.1967e+05,4.1677e+06,-0.7301
4.1967e+05,4.1717e+06,-0.73333
4.1967e+05,4.1758e+06,-0.73528
4.1967e+05,4.1798e+06,-0.73598
4.1967e+05,4.1838e+06,-0.73552
4.1967e+05,4.1879e+06,-0.73395
4.1967e+05,4.1919e+06,-0.73136
4.1967e+05,4.196e+06,-0.7278
4.1967e+05,4.2e+06,-0.72336
4.1967e+05,4.204e+06,-0.71812
4.1967e+05,4.2081e+06,-0.71213
4.1967e+05,4.2121e+06,-0.70548
4.1967e+05,4.2162e+06,-0.69822
4.1967e+05,4.2202e+06,-0.69042
4.1967e+05,4.2242e+06,-0.68214
4.1967e+05,4.2283e+06,-0.67342
4.1967e+05,4.2323e+06,-0.66433
4.1967e+05,4.2364e+06,-0.65491
4.1967e+05,4.2404e+06,-0.6452
4.1967e+05,4.2444e+06,-0.63524
4.1967e+05,4.2485e+06,-0.62507
4.1967e+05,4.2525e+06,-0.61471
4.1967e+05,4.2566e+06,-0.60421
4.1967e+05,4.2606e+06,-0.59359
4.1967e+05,4.2647e+06,-0.58286
4.1967e+05,4.2687e+06,-0.57206
4.1967e+05,4.2727e+06,-0.5612
4.1967e+05,4.2768e+06,-0.55029
4.1967e+05,4.2808e+06,-0.53937
4.1967e+05,4.2849e+06,-0.52843
4.1967e+05,4.2889e+06,-0.51749
4.1967e+05,4.2929e+06,-0.50656
4.1967e+05,4.297e+06,-0.49565
4.1967e+05,4.301e+06,-0.48476
4.1967e+05,4.3051e+06,-0.47392
4.1967e+05,4.3091e+06,-0.46311
4.1967e+05,4.3131e+06,-0.45236
4.1967e+05,4.3172e+06,-0.44165
4.1967e+05,4.3212e+06,-0.43101
4.1967e+05,4.3253e+06,-0.42042
4.1967e+05,4.3293e+06,-0.4099
4.1967e+05,4.3333e+06,-0.39945
4.1967e+05,4.3374e+06,-0.38908
4.1967e+05,4.3414e+06,-0.37878
4.1967e+05,4.3455e+06,-0.36857
4.1967e+05,4.3495e+06,-0.35844
4.1967e+05,4.3535e+06,-0.3484
4.1967e+05,4.3576e+06,-0.33846
4.1967e+05,4.3616e+06,-0.32861
4.1967e+05,4.3657e+06,-0.31888
4.1967e+05,4.3697e+06,-0.30925
4.1967e+05,4.3737e+06,-0.29974
4.1967e+05,4.3778e+06,-0.29035
4.1967e+05,4.3818e+06,-0.2811
4.1967e+05,4.3859e+06,-0.27198
4.1967e+05,4.3899e+06,-0.263
4.1967e+05,4.3939e+06,-0.25418
4.1967e+05,4.398e+06,-0.24551
4.1967e+05,4.402e+06,-0.23701
4.1967e+05,4.4061e+06,-0.22868
4.1967e+05,4.4101e+06,-0.22053
4.1967e+05,4.4141e+06,-0.21256
4.1967e+05,4.4182e+06,-0.20479
4.1967e+05,4.4222e+06,-0.19721
4.1967e+05,4.4263e+06,-0.18984
4.1967e+05,4.4303e+06,-0.18268
4.1967e+05,4.4343e+06,-0.17573
4.1967e+05,4.4384e+06,-0.169
4.1967e+05,4.4424e+06,-0.16248
4.2371e+05,4.0424e+06,-0.29249
4.2371e+05,4.0465e+06,-0.30374
4.2371e+05,4.0505e+06,-0.31581
4.2371e+05,4.0546e+06,-0.32874
4.2371e+05,4.0586e+06,-0.34256
4.2371e+05,4.0626e+06,-0.35729
4.2371e+05,4.0667e+06,-0.37295
4.2371e+05,4.0707e+06,-0.38954
4.2371e+05,4.0748e+06,-0.40705
4.2371e+05,4.0788e+06,-0.42544
4.2371e+05,4.0828e+06,-0.44467
4.2371e+05,4.0869e+06,-0.46466
4.2371e+05,4.0909e+06,-0.48532
4.2371e+05,4.095e+06,-0.50653
4.2371e+05,4.099e+06,-0.52817
4.2371e+05,4.103e+06,-0.55006
4.2371e+05,4.1071e+06,-0.57205
4.2371e+05,4.1111e+06,-0.59394
4.2371e+05,4.1152e+06,-0.61554
4.2371e+05,4.1192e+06,-0.63665
4.2371e+05,4.1232e+06,-0.65708
4.2371e+05,4.1273e+06,-0.67665
4.2371e+05,4.1313e+06,-0.69518
4.2371e+05,4.1354e+06,-0.71251
4.2371e+05,4.1394e+06,-0.72852
4.2371e+05,4.1434e+06,-0.74309
4.2371e+05,4.1475e+06,-0.75614
4.2371e+05,4.1515e+06,-0.76761
